Vector Size;DOT fp64;DOT fp32;DOT Acc<fp64, fp64>;DOT Acc<fp64, fp32>;CUBLAS DOT fp64;CUBLAS DOT fp32;Error DOT fp64;Error DOT fp32;Error DOT Acc<fp64, fp64>;Error DOT Acc<fp64, fp32>;Error CUBLAS DOT fp64;Error CUBLAS DOT fp32
1000000;3.3792000263929367e-02;3.2767999917268753e-02;3.2767999917268753e-02;3.1743999570608139e-02;1.6383999958634377e-02;1.5359999611973763e-02;0.0000000000000000e+00;2.9315493751862929e-06;8.4011900140749773e-15;1.9770176497716754e-07;1.0612029491463129e-14;4.3898502151323376e-07
3000000;4.8128001391887665e-02;3.9935998618602753e-02;4.5056000351905823e-02;3.5840000957250595e-02;4.5056000351905823e-02;1.9455999135971069e-02;0.0000000000000000e+00;1.8879343409185053e-07;6.6312534987538891e-16;9.0630550444982229e-08;6.6312534987538891e-16;6.4190289240996072e-07
5000000;6.5535999834537506e-02;5.4271999746561050e-02;6.3487999141216278e-02;5.1199998706579208e-02;6.6560000181198120e-02;4.0959998965263367e-02;0.0000000000000000e+00;8.0110530879887235e-08;3.5983462198355547e-16;5.5421957812506297e-08;2.1590077319013330e-15;1.1307421079359945e-07
7000000;8.6015999317169189e-02;6.3487999141216278e-02;8.4991998970508575e-02;5.9392001479864120e-02;9.0112000703811646e-02;5.2223999053239822e-02;0.0000000000000000e+00;5.6093349511195982e-07;9.7068249955034334e-16;7.3388895193759130e-08;1.8200296866568940e-15;1.0494369616543145e-07
9000000;1.0854399949312210e-01;7.3728002607822418e-02;1.0649599879980087e-01;7.0656001567840576e-02;1.1161600053310394e-01;6.3487999141216278e-02;0.0000000000000000e+00;6.2520652747821595e-08;1.2352771767581127e-15;6.1228667701710054e-08;2.2459585031965689e-16;6.2520652747821595e-08
11000000;1.3004800677299500e-01;7.5776003301143646e-02;1.3107199966907501e-01;7.9871997237205505e-02;1.3414399325847626e-01;7.4752002954483032e-02;0.0000000000000000e+00;4.0772771235091083e-06;9.4768629543646595e-15;5.9784356298394774e-07;7.2204670128492639e-15;3.6233752618207087e-07
13000000;1.4847999811172485e-01;8.1919997930526733e-02;1.5257599949836731e-01;8.9088000357151031e-02;1.5462400019168854e-01;8.6015999317169189e-02;0.0000000000000000e+00;4.4292097869104050e-06;3.9223199619720682e-16;5.9003404968409549e-07;4.7067839543664820e-15;1.5513111435527472e-06
15000000;1.6896000504493713e-01;9.1136001050472260e-02;1.7407999932765961e-01;9.9327996373176575e-02;1.7817600071430206e-01;9.7280003130435944e-02;0.0000000000000000e+00;2.9825965402865713e-06;2.7514287756465335e-15;3.3779183983293621e-07;6.3121013088361658e-15;1.5357815747951164e-06
17000000;1.9046400487422943e-01;1.0239999741315842e-01;1.9660800695419312e-01;1.1059200018644333e-01;1.9968000054359436e-01;1.0854399949312210e-01;0.0000000000000000e+00;3.0639948489289836e-06;0.0000000000000000e+00;2.0774237676065250e-07;3.9442757218110261e-16;8.4054959978343281e-07
19000000;2.1196800470352173e-01;1.1264000087976456e-01;2.1811200678348541e-01;1.2083200365304947e-01;2.2015999257564545e-01;1.2083200365304947e-01;0.0000000000000000e+00;4.4503141731134995e-07;1.3488409393171980e-15;1.0253999656876238e-07;3.8538312551919940e-16;1.7567155288935921e-07
21000000;2.3347200453281403e-01;1.2595200538635254e-01;2.3961600661277771e-01;1.3107199966907501e-01;2.4473600089550018e-01;1.3107199966907501e-01;0.0000000000000000e+00;4.2956688369676943e-07;6.6818544804749693e-16;8.9655333016105095e-08;2.0045563441424907e-15;7.3630344165799249e-07
23000000;2.5497600436210632e-01;1.3619199395179749e-01;2.6111999154090881e-01;1.4233599603176117e-01;2.6624000072479248e-01;1.4336000382900238e-01;0.0000000000000000e+00;1.4431874578593525e-06;7.2118299794556105e-15;3.5622325416653747e-07;1.0956434007249870e-14;2.1133104510196118e-06
25000000;2.7647998929023743e-01;1.4745600521564484e-01;2.8262400627136230e-01;1.5360000729560852e-01;2.8876799345016479e-01;1.5462400019168854e-01;0.0000000000000000e+00;2.8913166126375408e-06;4.3339357274581138e-15;1.9611344391726060e-07;3.4671485819664908e-15;8.4376426927369822e-07
27000000;2.9593598842620850e-01;1.5667200088500977e-01;3.0515199899673462e-01;1.6383999586105347e-01;3.1129598617553711e-01;1.6691200435161591e-01;0.0000000000000000e+00;7.5042539619865522e-07;3.2966119905872381e-15;3.1296070833866028e-07;5.8765692006120331e-15;1.7889319009574880e-06
29000000;3.1744000315666199e-01;1.6588799655437469e-01;3.2665601372718811e-01;1.7510400712490082e-01;3.3382400870323181e-01;1.7715199291706085e-01;0.0000000000000000e+00;6.7535141720043495e-06;1.2368420236120463e-14;4.8945803013842651e-07;2.8386538246833849e-15;2.7169992630510049e-06
31000000;3.3894398808479309e-01;1.7817600071430206e-01;3.4918400645256042e-01;1.8636800348758698e-01;3.5532799363136292e-01;1.8943999707698822e-01;0.0000000000000000e+00;2.5740905209671447e-06;1.5286052471207645e-14;9.6141257638247805e-07;9.0509521211097889e-15;4.1207975017699645e-06
33000000;3.6044800281524658e-01;1.8943999707698822e-01;3.7068799138069153e-01;1.9763199985027313e-01;3.7785598635673523e-01;2.0275199413299561e-01;0.0000000000000000e+00;3.0016269918701985e-07;3.0355749757895818e-16;9.8377170473252967e-08;1.0624512415263537e-15;3.0016269918701985e-07
35000000;3.8195198774337769e-01;2.0070399343967438e-01;3.9219200611114502e-01;2.0889599621295929e-01;3.9936000108718872e-01;2.1401600539684296e-01;0.0000000000000000e+00;8.3498993071401145e-07;1.6577188733907575e-15;9.4012532302537199e-08;9.6700267614460862e-16;9.3339061216587697e-08
37000000;4.0345600247383118e-01;2.1401600539684296e-01;4.1369599103927612e-01;2.2015999257564545e-01;4.2188799381256104e-01;2.2528000175952911e-01;0.0000000000000000e+00;7.5424275578402015e-07;4.4874969176451786e-16;1.1808246739404708e-07;1.9445819976462439e-15;3.5270832865512753e-07
39000000;4.2393600940704346e-01;2.2425599396228790e-01;4.3622401356697083e-01;2.3142400383949280e-01;4.4339200854301453e-01;2.3654399812221527e-01;0.0000000000000000e+00;1.3217244401904697e-06;9.3920969190341564e-16;1.6702187698526700e-07;9.3920969190341564e-16;5.9436614244494839e-07
41000000;4.4441598653793335e-01;2.3449599742889404e-01;4.5772799849510193e-01;2.4268800020217896e-01;4.6489599347114563e-01;2.4883200228214264e-01;0.0000000000000000e+00;1.1889251204545943e-07;7.0954409702059467e-16;1.2588080461966550e-07;2.1286322910617843e-15;4.2705794751126807e-08
43000000;4.6592000126838684e-01;2.4371199309825897e-01;4.7820800542831421e-01;2.5395199656486511e-01;4.8742398619651794e-01;2.6009601354598999e-01;0.0000000000000000e+00;1.1757296260311136e-06;8.2704336278769423e-16;9.6025963473961720e-08;1.4177886219217616e-15;1.6083699873196780e-07
45000000;4.8742398619651794e-01;2.5497600436210632e-01;5.0176000595092773e-01;2.6521599292755127e-01;5.1097601652145386e-01;2.7238398790359497e-01;0.0000000000000000e+00;1.1221494153560569e-06;1.0440755764939357e-15;1.2282941580042463e-07;2.5356121143424156e-15;5.6161560840683175e-07
47000000;5.0892800092697144e-01;2.6726400852203369e-01;5.2326399087905884e-01;2.7647998929023743e-01;5.3248000144958496e-01;2.8262400627136230e-01;0.0000000000000000e+00;3.4095575779950611e-07;2.0753725036176013e-15;8.8490777874601335e-08;3.2283572278496022e-15;1.5525456967335529e-07
49000000;5.2940797805786133e-01;2.7647998929023743e-01;5.4681599140167236e-01;2.8774398565292358e-01;5.5603200197219849e-01;2.9491201043128967e-01;0.0000000000000000e+00;1.3240557395541699e-07;1.2837003687767758e-15;1.1307270846751667e-07;5.6161891133983935e-15;2.9833279336953545e-07
51000000;5.5091202259063721e-01;2.8876799345016479e-01;5.6729602813720703e-01;3.0003198981285095e-01;5.7651197910308838e-01;3.0720001459121704e-01;0.0000000000000000e+00;1.2508104603111387e-06;0.0000000000000000e+00;1.2910573453759538e-07;3.7738365381324637e-15;1.5862471462179934e-07
53000000;5.7344001531600952e-01;3.0105599761009216e-01;5.8880001306533813e-01;3.1129598617553711e-01;5.9903997182846069e-01;3.2051199674606323e-01;0.0000000000000000e+00;1.2906717386903144e-06;2.3486436244708321e-15;1.6002256648519642e-07;7.0459308734124959e-15;1.9950460496644316e-07
55000000;5.9187197685241699e-01;3.1027200818061829e-01;6.0927999019622803e-01;3.2256001234054565e-01;6.2054401636123657e-01;3.3177599310874939e-01;0.0000000000000000e+00;9.0857183627107974e-07;1.0223194006096855e-15;9.4241729826223585e-08;1.5902746231706218e-15;6.6463692562191749e-07
57000000;6.1440002918243408e-01;3.2153600454330444e-01;6.3283199071884155e-01;3.3280000090599060e-01;6.4102399349212646e-01;3.4406399726867676e-01;0.0000000000000000e+00;1.3806221927894423e-06;5.8673164333239111e-16;9.2582056426406569e-08;1.9557721444413039e-16;1.2062558296896419e-07
59000000;6.3590401411056519e-01;3.3177599310874939e-01;6.5535998344421387e-01;3.4508800506591797e-01;6.6662400960922241e-01;3.5430398583412170e-01;0.0000000000000000e+00;1.4588838828026504e-06;9.4198602849383110e-16;1.1954662346261495e-07;9.4198602849383110e-16;4.4743408638516820e-07
61000000;6.5535998344421387e-01;3.4303998947143555e-01;6.7584002017974854e-01;3.5635200142860413e-01;6.8915200233459473e-01;3.6659198999404907e-01;0.0000000000000000e+00;5.2371516927575013e-07;2.2888335201694678e-15;1.7602242097417339e-07;2.5940113228587300e-15;3.5987408402380983e-07
63000000;6.7788797616958618e-01;3.5532799363136292e-01;6.9939202070236206e-01;3.6761599779129028e-01;7.0963197946548462e-01;3.7887999415397644e-01;0.0000000000000000e+00;1.7869392479077864e-07;1.5255104412662388e-15;2.1339004216424512e-07;4.3858425186404367e-15;7.9294556119187473e-07
65000000;7.0041602849960327e-01;3.6454400420188904e-01;7.2192001342773438e-01;3.7990400195121765e-01;7.3215997219085693e-01;3.9014399051666260e-01;0.0000000000000000e+00;7.9693824257151231e-08;0.0000000000000000e+00;1.7923731818770927e-07;3.1282478157250652e-15;1.6022978399860929e-07
67000000;7.2089600563049316e-01;3.7785598635673523e-01;7.4239999055862427e-01;3.9116799831390381e-01;7.5673598051071167e-01;4.0243199467658997e-01;0.0000000000000000e+00;3.9109025033145114e-06;1.4671814409588553e-15;4.4067488572322810e-07;8.1510080053269738e-16;1.7228829525449143e-06
69000000;7.4137598276138306e-01;3.8707199692726135e-01;7.6492798328399658e-01;4.0345600247383118e-01;7.7721601724624634e-01;4.1369599103927612e-01;0.0000000000000000e+00;3.8262819189400041e-06;3.0413174999245639e-15;7.6940214639288379e-07;1.2165269999698256e-14;2.2595899805607672e-06
71000000;7.6288002729415894e-01;3.9833599328994751e-01;7.8540802001953125e-01;4.1471999883651733e-01;8.0076801776885986e-01;4.2700800299644470e-01;0.0000000000000000e+00;7.1973684834772027e-07;5.1864484512393823e-16;2.6439139674561662e-07;4.6678036061154446e-15;8.1255195868298274e-07
73000000;7.8438401222229004e-01;4.0959998965263367e-01;8.0793601274490356e-01;4.2598399519920349e-01;8.2227200269699097e-01;4.4031998515129089e-01;0.0000000000000000e+00;2.6555752041468919e-06;4.3240405164448964e-15;3.2135066248765716e-07;7.8618918480816300e-15;5.4516468088441672e-07
75000000;8.0486398935317993e-01;4.1984000802040100e-01;8.3148801326751709e-01;4.3724799156188965e-01;8.4377598762512207e-01;4.5158401131629944e-01;0.0000000000000000e+00;3.0991328197435974e-06;1.5010493477038432e-16;2.4523899601762702e-07;1.5010493477038432e-15;1.1741481038615808e-07
77000000;8.2636797428131104e-01;4.3110400438308716e-01;8.5299199819564819e-01;4.4851198792457581e-01;8.6527997255325317e-01;4.6387198567390442e-01;0.0000000000000000e+00;2.8814976962424878e-07;8.6262730435779896e-16;3.3811533783217158e-07;8.8419298696674396e-15;5.6590015820912199e-08
79000000;8.4889602661132812e-01;4.4339200854301453e-01;8.7449598312377930e-01;4.6079999208450317e-01;8.8883197307586670e-01;4.7513601183891296e-01;0.0000000000000000e+00;5.0237938212732124e-07;2.1708058409402538e-15;3.8142434536332390e-07;2.4421565710577852e-15;5.7521953910235383e-07
81000000;8.6937600374221802e-01;4.5363199710845947e-01;8.9702397584915161e-01;4.7206398844718933e-01;9.0726399421691895e-01;4.8640000820159912e-01;0.0000000000000000e+00;1.9160621799087631e-05;5.2193013075741486e-14;1.0240969757234513e-05;1.6909591566620320e-13;1.3074632181711794e-05
83000000;8.8985598087310791e-01;4.6387198567390442e-01;9.1955202817916870e-01;4.8435199260711670e-01;9.3286401033401489e-01;4.9868801236152649e-01;0.0000000000000000e+00;2.2000530698376431e-05;2.7999132183396900e-14;1.6597878534257931e-06;6.7974771774720793e-15;4.6746099176132539e-06
85000000;9.1136002540588379e-01;4.7513601183891296e-01;9.4003200531005859e-01;4.9459201097488403e-01;9.5436799526214600e-01;5.1302397251129150e-01;0.0000000000000000e+00;4.9102330564395547e-06;1.0604965569595508e-15;1.3822906128370972e-06;3.4466138101185401e-14;2.1391472693005174e-07
87000000;9.3286401033401489e-01;4.8537600040435791e-01;9.6358400583267212e-01;5.0585597753524780e-01;9.7894400358200073e-01;5.2531200647354126e-01;0.0000000000000000e+00;3.3728651746972822e-06;1.9730855732398272e-15;7.7832098686652447e-07;2.6354785871131978e-14;1.3939499555196074e-06
89000000;9.5539200305938721e-01;4.9766400456428528e-01;9.8201602697372437e-01;5.1814401149749756e-01;9.9942398071289062e-01;5.3657597303390503e-01;0.0000000000000000e+00;1.7866167396648334e-06;1.3137422027658942e-14;9.0081836507803306e-07;2.5277065167141257e-14;3.5814084187887983e-07
91000000;9.7587198019027710e-01;5.0892800092697144e-01;1.0076160430908203e+00;5.2940797805786133e-01;1.0219520330429077e+00;5.4681599140167236e-01;0.0000000000000000e+00;2.5343253056742901e-06;3.4180472909615032e-15;5.2516682604703554e-07;4.9371794202777268e-15;5.9732790785234543e-07
93000000;9.9635201692581177e-01;5.1916801929473877e-01;1.0291199684143066e+00;5.4169601202011108e-01;1.0465279817581177e+00;5.6115198135375977e-01;0.0000000000000000e+00;1.1817269603012121e-05;7.2560263389097544e-15;5.2821580372588714e-07;6.8638086989686867e-15;7.1165979941797610e-07
95000000;1.0178560018539429e+00;5.3145599365234375e-01;1.0506240129470825e+00;5.5398398637771606e-01;1.0690560340881348e+00;5.7241600751876831e-01;0.0000000000000000e+00;4.1304758221171653e-06;4.5972636529770122e-15;4.8869591224038930e-07;1.2320666589978393e-14;9.0452392324240436e-07
97000000;1.0393600463867188e+00;5.4169601202011108e-01;1.0731519460678101e+00;5.6524801254272461e-01;1.0885119438171387e+00;5.8572798967361450e-01;0.0000000000000000e+00;2.3847647835420247e-06;1.7360349570219324e-15;2.4161884369193947e-07;7.7157109200974773e-16;1.2397833800589307e-06
99000000;1.0608639717102051e+00;5.5193597078323364e-01;1.0946559906005859e+00;5.7753598690032959e-01;1.1100159883499146e+00;5.9391999244689941e-01;0.0000000000000000e+00;2.2005872558305921e-07;1.0631598628490352e-15;2.1754645738675638e-07;8.5052789027922815e-15;2.9798857193207069e-08
101000000;1.0813440084457397e+00;5.6319999694824219e-01;1.1161600351333618e+00;5.8982402086257935e-01;1.1325440406799316e+00;6.0723197460174561e-01;0.0000000000000000e+00;8.5020334090784004e-07;2.3963832231627488e-16;3.1406423762236827e-07;1.3419746049711393e-14;5.9289365160366314e-07
103000000;1.1028480529785156e+00;5.7446402311325073e-01;1.1376639604568481e+00;6.0108798742294312e-01;1.1560959815979004e+00;6.2156802415847778e-01;0.0000000000000000e+00;1.3944511117275758e-06;9.1962133600798388e-16;3.1015114496985630e-07;5.7476333500498993e-16;1.4841746751387654e-07
105000000;1.1243519783020020e+00;5.8675199747085571e-01;1.1622400283813477e+00;6.1337602138519287e-01;1.1776000261306763e+00;6.3283199071884155e-01;0.0000000000000000e+00;3.0936496998263126e-07;1.4535404161136190e-15;2.3567483931969882e-07;0.0000000000000000e+00;8.0816814431257854e-08
107000000;1.1458560228347778e+00;5.9699201583862305e-01;1.1837439537048340e+00;6.2463998794555664e-01;1.2001279592514038e+00;6.4614397287368774e-01;0.0000000000000000e+00;1.9063708692961513e-06;2.6772323881519441e-15;2.3586995805874196e-07;4.1831756064874125e-15;2.4962142149845703e-07
109000000;1.1663360595703125e+00;6.0723197460174561e-01;1.2031999826431274e+00;6.3590401411056519e-01;1.2216320037841797e+00;6.5638399124145508e-01;0.0000000000000000e+00;2.8705415334124178e-07;1.5099417094673985e-15;2.0816696229417527e-07;9.5126327696446115e-15;3.7203359710198736e-08
111000000;1.1888639926910400e+00;6.1849600076675415e-01;1.2288000583648682e+00;6.4614397287368774e-01;1.2431360483169556e+00;6.6867202520370483e-01;0.0000000000000000e+00;1.1844421184440667e-06;3.1838006145034354e-15;1.8806172664240839e-07;6.1128971798465966e-15;3.1973302834639888e-07
113000000;1.2093440294265747e+00;6.2873601913452148e-01;1.2482559680938721e+00;6.5945601463317871e-01;1.2677119970321655e+00;6.8095999956130981e-01;0.0000000000000000e+00;1.7135508946706864e-06;4.2547151385359759e-15;1.8670454324224733e-07;9.4293686854040544e-15;2.0026577285651595e-07
115000000;1.2298239469528198e+00;6.3999998569488525e-01;1.2707840204238892e+00;6.7071998119354248e-01;1.2871680259704590e+00;6.9017601013183594e-01;0.0000000000000000e+00;2.4878858579438579e-06;1.3834636345658221e-15;1.6988969876853182e-07;5.1385792141016248e-15;3.6576762020617890e-07
117000000;1.2523519992828369e+00;6.5126401185989380e-01;1.2943359613418579e+00;6.8198400735855103e-01;1.3096959590911865e+00;7.0656001567840576e-01;0.0000000000000000e+00;2.4598511290540654e-07;1.4998944647910355e-16;1.4133391504749769e-07;4.1997045014148993e-15;4.4102001405720125e-09
119000000;1.2728320360183716e+00;6.6252797842025757e-01;1.3148159980773926e+00;6.9324797391891479e-01;1.3342720270156860e+00;7.1884799003601074e-01;0.0000000000000000e+00;2.9522663621619055e-07;6.2100708004084667e-16;1.4658304648094443e-07;2.3287765501531749e-15;3.7157463862378214e-07
121000000;1.2953599691390991e+00;6.7379200458526611e-01;1.3373440504074097e+00;7.0451200008392334e-01;1.3567999601364136e+00;7.2908800840377808e-01;0.0000000000000000e+00;2.9661890766360897e-08;3.1233039833054275e-15;1.4516703299718982e-07;3.7182190277445568e-15;3.6957883732183379e-07
123000000;1.3158400058746338e+00;6.8505597114562988e-01;1.3598719835281372e+00;7.1679997444152832e-01;1.3762559890747070e+00;7.4342399835586548e-01;0.0000000000000000e+00;1.6637180251523603e-07;8.9655150363053971e-16;1.7968758412297003e-07;2.6896545108916189e-15;4.5517125656069555e-07
125000000;1.3363200426101685e+00;6.9529598951339722e-01;1.3824000358581543e+00;7.2806400060653687e-01;1.4039039611816406e+00;7.5366401672363281e-01;0.0000000000000000e+00;1.2026444833247391e-06;1.3573133099191798e-15;1.5396530818239591e-07;4.6751902897216198e-15;5.5490934148825137e-07
127000000;1.3578239679336548e+00;7.0758402347564697e-01;1.4039039611816406e+00;7.4035197496414185e-01;1.4223359823226929e+00;7.6595199108123779e-01;0.0000000000000000e+00;1.3640904128166814e-06;1.3689699897087552e-15;1.3438585008928811e-07;3.0117339773592611e-15;3.2333904246901567e-08
129000000;1.3803520202636719e+00;7.1782398223876953e-01;1.4254080057144165e+00;7.5264000892639160e-01;1.4458880424499512e+00;7.8028798103332520e-01;0.0000000000000000e+00;1.0058906853884277e-06;2.1151205640828843e-16;1.0720888569503972e-07;3.3841929025326148e-15;1.2965602084070484e-07
131000000;1.4018559455871582e+00;7.2908800840377808e-01;1.4479360580444336e+00;7.6492798328399658e-01;1.4663679599761963e+00;7.9360002279281616e-01;0.0000000000000000e+00;1.0041619956088731e-06;3.3594135867019695e-16;1.1142380007439728e-07;7.3907098907443334e-15;1.0237627756993443e-07
133000000;1.4233599901199341e+00;7.4035197496414185e-01;1.4694399833679199e+00;7.7516800165176392e-01;1.4919680356979370e+00;8.0179202556610107e-01;0.0000000000000000e+00;4.7950033064586300e-07;8.7710465556616413e-16;1.3126008437426242e-07;5.3879285984778655e-15;5.8661928043568268e-08
135000000;1.4438400268554688e+00;7.5161600112915039e-01;1.4929920434951782e+00;7.8847998380661011e-01;1.5114239454269409e+00;8.1407999992370605e-01;0.0000000000000000e+00;2.1905699025980866e-07;1.0035227598882670e-15;1.2638285469108354e-07;2.5088068997206675e-16;1.7021173017069570e-08
137000000;1.4653439521789551e+00;7.6288002729415894e-01;1.5134719610214233e+00;8.0076801776885986e-01;1.5339519977569580e+00;8.2739198207855225e-01;0.0000000000000000e+00;3.4953431438960891e-07;2.1394851191239287e-16;1.0974239304817344e-07;2.1394851191239287e-16;2.3467158167815968e-07
139000000;1.4868479967117310e+00;7.7414399385452271e-01;1.5370240211486816e+00;8.1305599212646484e-01;1.5585279464721680e+00;8.4070402383804321e-01;0.0000000000000000e+00;2.5077709106044825e-07;1.8302135271969851e-15;1.1197391449568524e-07;1.3726601453977388e-15;6.6541765029014064e-08
141000000;1.5073280334472656e+00;7.8438401222229004e-01;1.5564800500869751e+00;8.2329601049423218e-01;1.5790079832077026e+00;8.5299199819564819e-01;0.0000000000000000e+00;4.2986653285280946e-08;7.5317567982440985e-16;9.2558115922306126e-08;1.5063513596488197e-15;5.8102875245606776e-08
143000000;1.5288319587707520e+00;7.9564797878265381e-01;1.5800319910049438e+00;8.3558398485183716e-01;1.6005120277404785e+00;8.6425602436065674e-01;0.0000000000000000e+00;2.6754864435108048e-07;1.0427357497602688e-15;8.5135585882736358e-08;6.9515716650684587e-16;1.2358602123319183e-08
145000000;1.5513600111007690e+00;8.0691200494766235e-01;1.6005120277404785e+00;8.4787201881408691e-01;1.6261119842529297e+00;8.7756800651550293e-01;0.0000000000000000e+00;1.5466758524866833e-06;4.3629969266780360e-16;7.3054629032935068e-08;4.3629969266780360e-16;1.4901573565872940e-08
147000000;1.5718400478363037e+00;8.1817597150802612e-01;1.6240639686584473e+00;8.5913598537445068e-01;1.6476160287857056e+00;8.8780802488327026e-01;0.0000000000000000e+00;1.6122315129035690e-06;4.8961052066219793e-16;8.0895849641766603e-08;3.7536806584101847e-15;3.5085632387314619e-08
149000000;1.5923199653625488e+00;8.2943999767303467e-01;1.6476160287857056e+00;8.7142401933670044e-01;1.6670720577239990e+00;9.0009599924087524e-01;0.0000000000000000e+00;1.1027689345944475e-06;1.0565951688883717e-15;8.8912503185066290e-08;4.4024798703682148e-15;2.2082655992263875e-07
151000000;1.6148480176925659e+00;8.3968001604080200e-01;1.6680959463119507e+00;8.8371199369430542e-01;1.6875519752502441e+00;9.1750401258468628e-01;0.0000000000000000e+00;1.3977914066068283e-06;1.0440340587685418e-15;9.0556390159668125e-08;5.2201702938427084e-15;1.9032455904853607e-07
153000000;1.6353280544281006e+00;8.5196799039840698e-01;1.6916480064392090e+00;8.9600002765655518e-01;1.7121280431747437e+00;9.2467200756072998e-01;0.0000000000000000e+00;4.2482179498017351e-07;1.0759896836427757e-15;7.9434390716178937e-08;3.0742562389793587e-16;1.2202107294538947e-08
155000000;1.6568319797515869e+00;8.6323201656341553e-01;1.7111040353775024e+00;9.0828800201416016e-01;1.7367039918899536e+00;9.3798398971557617e-01;0.0000000000000000e+00;3.2040544974871927e-07;8.3673888558513025e-16;7.2143011851525504e-08;3.6258685042022314e-15;2.7855557506455081e-07
157000000;1.6783360242843628e+00;8.7347197532653809e-01;1.7326079607009888e+00;9.1955202817916870e-01;1.7551360130310059e+00;9.4924801588058472e-01;0.0000000000000000e+00;1.5675522581297689e-06;1.4980715372422883e-16;8.1902254886002018e-08;2.9961430744845765e-15;4.0989806751249684e-08
159000000;1.7008639574050903e+00;8.8473600149154663e-01;1.7571840286254883e+00;9.3081599473953247e-01;1.7797119617462158e+00;9.6255999803543091e-01;0.0000000000000000e+00;1.2971539775534137e-06;4.8345919258074279e-16;9.2374741793538759e-08;2.5784490270972953e-15;6.2191062462137407e-10
161000000;1.7203199863433838e+00;8.9600002765655518e-01;1.7766400575637817e+00;9.4310402870178223e-01;1.8042880296707153e+00;9.7587198019027710e-01;0.0000000000000000e+00;3.7611319259148304e-07;2.9388928856467923e-16;8.4438226096512381e-08;1.1755571542587169e-15;9.7228638544768473e-08
163000000;1.7428480386734009e+00;9.0726399421691895e-01;1.8001919984817505e+00;9.5744001865386963e-01;1.8257919549942017e+00;9.8918402194976807e-01;0.0000000000000000e+00;9.9625602154720734e-07;7.1984355865112785e-16;8.1723776155366799e-08;2.3034993876836091e-15;8.5479548117194704e-09
165000000;1.7623039484024048e+00;9.1852802038192749e-01;1.8216960430145264e+00;9.6767997741699219e-01;1.8452479839324951e+00;9.9839997291564941e-01;0.0000000000000000e+00;6.4648326441095321e-07;6.7259363154222897e-16;7.7583411472655101e-08;3.0939307050942535e-15;6.8729734216603631e-08
167000000;1.7848320007324219e+00;9.2876797914505005e-01;1.8431999683380127e+00;9.7894400358200073e-01;1.8688000440597534e+00;1.0096640586853027e+00;0.0000000000000000e+00;5.6075688676585805e-07;5.4328403605228512e-16;7.8681623653044242e-08;4.4820932974313518e-15;9.5508254032612084e-08
169000000;1.8063360452651978e+00;9.3798398971557617e-01;1.8647040128707886e+00;9.9123197793960571e-01;1.8903039693832397e+00;1.0229760408401489e+00;0.0000000000000000e+00;3.5550402960685567e-07;1.4101507892999932e-16;8.3400679416607974e-08;1.9742111050199905e-15;5.2676453483252794e-08
171000000;1.8278399705886841e+00;9.5027202367782593e-01;1.8903039693832397e+00;1.0045440196990967e+00;1.9148800373077393e+00;1.0352640151977539e+00;0.0000000000000000e+00;1.8458079467259987e-06;4.1290320086563169e-16;8.2783627102800689e-08;4.1290320086563169e-16;1.4897034110918915e-09
173000000;1.8493440151214600e+00;9.6358400583267212e-01;1.9107840061187744e+00;1.0137599706649780e+00;1.9363839626312256e+00;1.0516480207443237e+00;0.0000000000000000e+00;7.2150549478271278e-07;9.6332796020072210e-16;8.5846838646883690e-08;1.3761828002867459e-15;9.1210271792812302e-08
175000000;1.8698240518569946e+00;9.7382402420043945e-01;1.9343359470367432e+00;1.0240000486373901e+00;1.9558399915695190e+00;1.0588159561157227e+00;0.0000000000000000e+00;4.0023810830145766e-07;2.6746766583312242e-16;8.5823969720058283e-08;2.9421443241643468e-15;2.4594213528707091e-07
