Num rows;GEMV fp64;GEMV fp32;GEMV Acc<fp64, fp64>;GEMV Acc<fp64, fp32>;GEMV Acc<fp32, fp32>;CUBLAS GEMV fp64;CUBLAS GEMV fp32
12300;+1.3678719997406006e+00;+6.9171202182769775e-01;+1.3677120208740234e+00;+6.9235199689865112e-01;+6.9148802757263184e-01;+1.4148479700088501e+00;+7.3180800676345825e-01
12400;+1.3901120424270630e+00;+7.0204800367355347e-01;+1.3901439905166626e+00;+7.0307201147079468e-01;+7.0156800746917725e-01;+1.4298880100250244e+00;+7.4207997322082520e-01
12500;+1.4121600389480591e+00;+7.1347200870513916e-01;+1.4126399755477905e+00;+7.1439999341964722e-01;+7.1302402019500732e-01;+1.4609919786453247e+00;+7.5267201662063599e-01
12600;+1.4334720373153687e+00;+7.2441601753234863e-01;+1.4340800046920776e+00;+7.2652798891067505e-01;+7.2406399250030518e-01;+1.4763840436935425e+00;+7.6444798707962036e-01
12700;+1.4572160243988037e+00;+7.3632001876831055e-01;+1.4567359685897827e+00;+7.3711997270584106e-01;+7.3628801107406616e-01;+1.5023360252380371e+00;+7.7430397272109985e-01
12800;+1.4779520034790039e+00;+7.4752002954483032e-01;+1.4778239727020264e+00;+7.4892801046371460e-01;+7.4796801805496216e-01;+1.5220479965209961e+00;+7.8623998165130615e-01
12900;+1.5037759542465210e+00;+7.5871998071670532e-01;+1.5032639503479004e+00;+7.6044797897338867e-01;+7.5916802883148193e-01;+1.5519679784774780e+00;+7.9795199632644653e-01
13000;+1.5252480506896973e+00;+7.7007997035980225e-01;+1.5263680219650269e+00;+7.7196800708770752e-01;+7.7052801847457886e-01;+1.5687999725341797e+00;+8.0982398986816406e-01
13100;+1.5490560531616211e+00;+7.8185600042343140e-01;+1.5497280359268188e+00;+7.8374397754669189e-01;+7.8192001581192017e-01;+1.5975359678268433e+00;+8.2208001613616943e-01
13200;+1.5729600191116333e+00;+7.9427200555801392e-01;+1.5741120576858521e+00;+7.9567998647689819e-01;+7.9417598247528076e-01;+1.6155519485473633e+00;+8.3311998844146729e-01
13300;+1.5955200195312500e+00;+8.0563199520111084e-01;+1.5955200195312500e+00;+8.0703997611999512e-01;+8.0598402023315430e-01;+1.6696640253067017e+00;+8.4630399942398071e-01
13400;+1.6189759969711304e+00;+8.1667202711105347e-01;+1.6183359622955322e+00;+8.1977599859237671e-01;+8.1731200218200684e-01;+1.6649279594421387e+00;+8.5721600055694580e-01
13500;+1.6418240070343018e+00;+8.3004802465438843e-01;+1.6424959897994995e+00;+8.3148801326751709e-01;+8.3011198043823242e-01;+1.7006720304489136e+00;+8.6953598260879517e-01
13600;+1.6673280000686646e+00;+8.4326398372650146e-01;+1.6657279729843140e+00;+8.4435200691223145e-01;+8.4246402978897095e-01;+1.7192000150680542e+00;+8.8316798210144043e-01
13700;+1.6912000179290771e+00;+8.5513597726821899e-01;+1.6904959678649902e+00;+8.5673600435256958e-01;+8.5545599460601807e-01;+1.7725119590759277e+00;+8.9440000057220459e-01
13800;+1.7165759801864624e+00;+8.6780798435211182e-01;+1.7168639898300171e+00;+8.6972802877426147e-01;+8.6790400743484497e-01;+1.7869119644165039e+00;+9.0726399421691895e-01
13900;+1.7513920068740845e+00;+8.8502401113510132e-01;+1.7510080337524414e+00;+8.8563197851181030e-01;+8.8384002447128296e-01;+1.8115199804306030e+00;+9.2022401094436646e-01
14000;+1.7755520343780518e+00;+8.9558398723602295e-01;+1.7748479843139648e+00;+8.9747202396392822e-01;+8.9641600847244263e-01;+1.8378880023956299e+00;+9.6409600973129272e-01
14100;+1.8002239465713501e+00;+9.0918397903442383e-01;+1.8001600503921509e+00;+9.1039997339248657e-01;+9.0931200981140137e-01;+1.8597439527511597e+00;+9.7177600860595703e-01
14200;+1.8261120319366455e+00;+9.2230397462844849e-01;+1.8262079954147339e+00;+9.2259198427200317e-01;+9.2147201299667358e-01;+1.8838720321655273e+00;+9.8198401927947998e-01
14300;+1.8504960536956787e+00;+9.3548798561096191e-01;+1.8508479595184326e+00;+9.3603199720382690e-01;+9.3564802408218384e-01;+1.9072959423065186e+00;+9.9187201261520386e-01
14400;+1.8687360286712646e+00;+9.4505602121353149e-01;+1.8687679767608643e+00;+9.4582402706146240e-01;+9.4489598274230957e-01;+1.9294719696044922e+00;+1.0038080215454102e+00
14500;+1.8940800428390503e+00;+9.5756798982620239e-01;+1.8937599658966064e+00;+9.5865601301193237e-01;+9.5772802829742432e-01;+1.9485440254211426e+00;+1.0198719501495361e+00
14600;+1.9203519821166992e+00;+9.7056001424789429e-01;+1.9205759763717651e+00;+9.7145599126815796e-01;+9.7078400850296021e-01;+1.9757440090179443e+00;+1.0321279764175415e+00
14700;+1.9483200311660767e+00;+9.8374402523040771e-01;+1.9469439983367920e+00;+9.8422402143478394e-01;+9.8390400409698486e-01;+1.9982719421386719e+00;+1.0446720123291016e+00
14800;+1.9764159917831421e+00;+9.9728000164031982e-01;+1.9760960340499878e+00;+9.9846398830413818e-01;+9.9712002277374268e-01;+2.0223679542541504e+00;+1.0562560558319092e+00
14900;+2.0028479099273682e+00;+1.0103039741516113e+00;+2.0024640560150146e+00;+1.0107519626617432e+00;+1.0106240510940552e+00;+2.0472640991210938e+00;+1.0715199708938599e+00
15000;+2.0273599624633789e+00;+1.0242240428924561e+00;+2.0281279087066650e+00;+1.0242240428924561e+00;+1.0243840217590332e+00;+2.0714879035949707e+00;+1.0811840295791626e+00
15100;+2.0538558959960938e+00;+1.0375039577484131e+00;+2.0545599460601807e+00;+1.0376000404357910e+00;+1.0376000404357910e+00;+2.1044480800628662e+00;+1.0965440273284912e+00
15200;+2.0797760486602783e+00;+1.0514240264892578e+00;+2.0796480178833008e+00;+1.0521919727325439e+00;+1.0515520572662354e+00;+2.1249279975891113e+00;+1.1102080345153809e+00
15300;+2.1101438999176025e+00;+1.0671039819717407e+00;+2.1098239421844482e+00;+1.0666240453720093e+00;+1.0667200088500977e+00;+2.1512320041656494e+00;+1.1231360435485840e+00
15400;+2.1348800659179688e+00;+1.0786880254745483e+00;+2.1343040466308594e+00;+1.0792000293731689e+00;+1.0791360139846802e+00;+2.1768319606781006e+00;+1.1371519565582275e+00
15500;+2.1599359512329102e+00;+1.0928000211715698e+00;+2.1610879898071289e+00;+1.0934079885482788e+00;+1.0929600000381470e+00;+2.2062399387359619e+00;+1.1517759561538696e+00
15600;+2.1896638870239258e+00;+1.1071039438247681e+00;+2.1892158985137939e+00;+1.1076799631118774e+00;+1.1075199842453003e+00;+2.2363839149475098e+00;+1.1633280515670776e+00
15700;+2.2169599533081055e+00;+1.1220799684524536e+00;+2.2172479629516602e+00;+1.1218559741973877e+00;+1.1216959953308105e+00;+2.2636480331420898e+00;+1.1770880222320557e+00
15800;+2.2459840774536133e+00;+1.1350400447845459e+00;+2.2455039024353027e+00;+1.1359679698944092e+00;+1.1352959871292114e+00;+2.2927999496459961e+00;+1.1886719465255737e+00
15900;+2.2940158843994141e+00;+1.1513600349426270e+00;+2.2937600612640381e+00;+1.1532479524612427e+00;+1.1518399715423584e+00;+2.3210880756378174e+00;+1.2042239904403687e+00
16000;+2.3087999820709229e+00;+1.1684800386428833e+00;+2.3080000877380371e+00;+1.1682560443878174e+00;+1.1685440540313721e+00;+2.3491520881652832e+00;+1.2203840017318726e+00
16100;+2.3552000522613525e+00;+1.1860799789428711e+00;+2.3559360504150391e+00;+1.1904000043869019e+00;+1.1862399578094482e+00;+2.3770239353179932e+00;+1.2316479682922363e+00
16200;+2.3836479187011719e+00;+1.2000639438629150e+00;+2.3861439228057861e+00;+1.2035839557647705e+00;+1.1997120380401611e+00;+2.4061439037322998e+00;+1.2479360103607178e+00
16300;+2.4141440391540527e+00;+1.2154560089111328e+00;+2.4144639968872070e+00;+1.2181760072708130e+00;+1.2152639627456665e+00;+2.4359359741210938e+00;+1.2638080120086670e+00
16400;+2.4214720726013184e+00;+1.2255680561065674e+00;+2.4204161167144775e+00;+1.2251199483871460e+00;+1.2251199483871460e+00;+2.4679360389709473e+00;+1.2793279886245728e+00
16500;+2.4496960639953613e+00;+1.2379839420318604e+00;+2.4489600658416748e+00;+1.2385280132293701e+00;+1.2377920150756836e+00;+2.4989120960235596e+00;+1.2936320304870605e+00
16600;+2.4773440361022949e+00;+1.2533119916915894e+00;+2.4778239727020264e+00;+1.2543040513992310e+00;+1.2537599802017212e+00;+2.5265278816223145e+00;+1.3071680068969727e+00
16700;+2.5075519084930420e+00;+1.2687040567398071e+00;+2.5072319507598877e+00;+1.2694400548934937e+00;+1.2686400413513184e+00;+2.5556480884552002e+00;+1.3235199451446533e+00
16800;+2.5380480289459229e+00;+1.2864639759063721e+00;+2.5372800827026367e+00;+1.2861440181732178e+00;+1.2857600450515747e+00;+2.5824000835418701e+00;+1.3373440504074097e+00
16900;+2.5718400478363037e+00;+1.3039040565490723e+00;+2.5711679458618164e+00;+1.3010879755020142e+00;+1.3040000200271606e+00;+2.6123199462890625e+00;+1.3567680120468140e+00
17000;+2.6008000373840332e+00;+1.3176959753036499e+00;+2.6004800796508789e+00;+1.3153280019760132e+00;+1.3177599906921387e+00;+2.6451199054718018e+00;+1.3658879995346069e+00
17100;+2.6318080425262451e+00;+1.3318079710006714e+00;+2.6313281059265137e+00;+1.3307199478149414e+00;+1.3316479921340942e+00;+2.6764481067657471e+00;+1.3818559646606445e+00
17200;+2.6623680591583252e+00;+1.3472959995269775e+00;+2.6630721092224121e+00;+1.3456319570541382e+00;+1.3469760417938232e+00;+2.7055039405822754e+00;+1.3976960182189941e+00
17300;+2.6959040164947510e+00;+1.3646080493927002e+00;+2.6948161125183105e+00;+1.3617600202560425e+00;+1.3651520013809204e+00;+2.7376639842987061e+00;+1.4154239892959595e+00
17400;+2.7210240364074707e+00;+1.3793599605560303e+00;+2.7205760478973389e+00;+1.3749120235443115e+00;+1.3787839412689209e+00;+2.7763841152191162e+00;+1.4290239810943604e+00
17500;+2.7522559165954590e+00;+1.3943680524826050e+00;+2.7519040107727051e+00;+1.3909120559692383e+00;+1.3944000005722046e+00;+2.7982718944549561e+00;+1.4468159675598145e+00
17600;+2.7834880352020264e+00;+1.4107199907302856e+00;+2.7817280292510986e+00;+1.4064960479736328e+00;+1.4106880426406860e+00;+2.8276801109313965e+00;+1.4597760438919067e+00
17700;+2.8146240711212158e+00;+1.4266560077667236e+00;+2.8152320384979248e+00;+1.4228160381317139e+00;+1.4271680116653442e+00;+2.8912000656127930e+00;+1.4776959419250488e+00
17800;+2.8478078842163086e+00;+1.4436160326004028e+00;+2.8475201129913330e+00;+1.4379839897155762e+00;+1.4433280229568481e+00;+2.9101440906524658e+00;+1.4939520359039307e+00
17900;+2.8791360855102539e+00;+1.4589439630508423e+00;+2.8805758953094482e+00;+1.4559359550476074e+00;+1.4601919651031494e+00;+2.9904320240020752e+00;+1.5081919431686401e+00
18000;+2.9281919002532959e+00;+1.4825919866561890e+00;+2.9278399944305420e+00;+1.4787520170211792e+00;+1.4821120500564575e+00;+2.9758720397949219e+00;+1.5284479856491089e+00
18100;+2.9605760574340820e+00;+1.4951679706573486e+00;+2.9598081111907959e+00;+1.4948480129241943e+00;+1.4947199821472168e+00;+3.0234239101409912e+00;+1.5447360277175903e+00
18200;+2.9923200607299805e+00;+1.5110080242156982e+00;+2.9919040203094482e+00;+1.5116159915924072e+00;+1.5108480453491211e+00;+3.0500800609588623e+00;+1.5582720041275024e+00
18300;+3.0272319316864014e+00;+1.5264639854431152e+00;+3.0254719257354736e+00;+1.5280640125274658e+00;+1.5255999565124512e+00;+3.0964159965515137e+00;+1.5772479772567749e+00
18400;+3.0488319396972656e+00;+1.5399039983749390e+00;+3.0482559204101562e+00;+1.5420160293579102e+00;+1.5398720502853394e+00;+3.1198720932006836e+00;+1.5940799713134766e+00
18500;+3.0807681083679199e+00;+1.5544320344924927e+00;+3.0801279544830322e+00;+1.5553280115127563e+00;+1.5546560287475586e+00;+3.1637120246887207e+00;+1.6162559986114502e+00
18600;+3.1125121116638184e+00;+1.5704319477081299e+00;+3.1125760078430176e+00;+1.5714559555053711e+00;+1.5706559419631958e+00;+3.1828799247741699e+00;+1.6320639848709106e+00
18700;+3.1448640823364258e+00;+1.5877439975738525e+00;+3.1456959247589111e+00;+1.5898239612579346e+00;+1.5887680053710938e+00;+3.2318720817565918e+00;+1.6476479768753052e+00
18800;+3.1813120841979980e+00;+1.6070719957351685e+00;+3.1807680130004883e+00;+1.6080640554428101e+00;+1.6070400476455688e+00;+3.2510080337524414e+00;+1.6655360460281372e+00
18900;+3.2179200649261475e+00;+1.6299840211868286e+00;+3.2178239822387695e+00;+1.6259520053863525e+00;+1.6298880577087402e+00;+3.2963840961456299e+00;+1.6825280189514160e+00
19000;+3.2498559951782227e+00;+1.6454399824142456e+00;+3.2490561008453369e+00;+1.6394560337066650e+00;+1.6452159881591797e+00;+3.3143360614776611e+00;+1.7033599615097046e+00
19100;+3.2812159061431885e+00;+1.6592320203781128e+00;+3.2814400196075439e+00;+1.6569919586181641e+00;+1.6588480472564697e+00;+3.3654079437255859e+00;+1.7207360267639160e+00
19200;+3.3127360343933105e+00;+1.6755520105361938e+00;+3.3136639595031738e+00;+1.6745280027389526e+00;+1.6752320528030396e+00;+3.3872320652008057e+00;+1.7407360076904297e+00
19300;+3.3538880348205566e+00;+1.6952639818191528e+00;+3.3547840118408203e+00;+1.6936960220336914e+00;+1.6955200433731079e+00;+3.4374721050262451e+00;+1.7873280048370361e+00
19400;+3.3921279907226562e+00;+1.7160639762878418e+00;+3.3909120559692383e+00;+1.7117120027542114e+00;+1.7155200242996216e+00;+3.4565119743347168e+00;+1.8090879917144775e+00
19500;+3.4175040721893311e+00;+1.7295039892196655e+00;+3.4183039665222168e+00;+1.7250880002975464e+00;+1.7288320064544678e+00;+3.5103681087493896e+00;+1.8224320411682129e+00
19600;+3.4526081085205078e+00;+1.7458239793777466e+00;+3.4532799720764160e+00;+1.7424639463424683e+00;+1.7468800544738770e+00;+3.5297598838806152e+00;+1.8369920253753662e+00
19700;+3.4874880313873291e+00;+1.7645440101623535e+00;+3.4880959987640381e+00;+1.7608959674835205e+00;+1.7641600370407104e+00;+3.5921280384063721e+00;+1.8564480543136597e+00
19800;+3.5243520736694336e+00;+1.7821120023727417e+00;+3.5236799716949463e+00;+1.7791999578475952e+00;+1.7831360101699829e+00;+3.5965120792388916e+00;+1.8751039505004883e+00
19900;+3.5597760677337646e+00;+1.8004159927368164e+00;+3.5596160888671875e+00;+1.7971520423889160e+00;+1.8013759851455688e+00;+3.6471679210662842e+00;+1.8869760036468506e+00
20000;+3.6004478931427002e+00;+1.8268799781799316e+00;+3.6008000373840332e+00;+1.8216320276260376e+00;+1.8267840147018433e+00;+3.6687359809875488e+00;+1.9013760089874268e+00
20100;+3.6458559036254883e+00;+1.8414720296859741e+00;+3.6453120708465576e+00;+1.8380800485610962e+00;+1.8415679931640625e+00;+3.7168319225311279e+00;+1.9233599901199341e+00
20200;+3.6801280975341797e+00;+1.8606400489807129e+00;+3.6800000667572021e+00;+1.8584320545196533e+00;+1.8600959777832031e+00;+3.7524158954620361e+00;+1.9407999515533447e+00
20300;+3.7223999500274658e+00;+1.8764799833297729e+00;+3.7230079174041748e+00;+1.8769600391387939e+00;+1.8763200044631958e+00;+3.7950398921966553e+00;+1.9479360580444336e+00
20400;+3.7573440074920654e+00;+1.8932479619979858e+00;+3.7575678825378418e+00;+1.8944319486618042e+00;+1.8922560214996338e+00;+3.8168640136718750e+00;+1.9693119525909424e+00
20500;+3.7798399925231934e+00;+1.9082239866256714e+00;+3.7797760963439941e+00;+1.9101760387420654e+00;+1.9081599712371826e+00;+3.8755199909210205e+00;+1.9892480373382568e+00
20600;+3.8130879402160645e+00;+1.9251840114593506e+00;+3.8131840229034424e+00;+1.9254720211029053e+00;+1.9249279499053955e+00;+3.9013760089874268e+00;+2.0053761005401611e+00
20700;+3.8495359420776367e+00;+1.9436160326004028e+00;+3.8497920036315918e+00;+1.9441920518875122e+00;+1.9439040422439575e+00;+3.9535360336303711e+00;+2.0294079780578613e+00
20800;+3.8848319053649902e+00;+1.9631999731063843e+00;+3.8848319053649902e+00;+1.9655679464340210e+00;+1.9635839462280273e+00;+3.9704639911651611e+00;+2.0397119522094727e+00
20900;+3.9278080463409424e+00;+1.9891840219497681e+00;+3.9278719425201416e+00;+1.9872319698333740e+00;+1.9880959987640381e+00;+4.0303359031677246e+00;+2.0622720718383789e+00
21000;+3.9695680141448975e+00;+2.0120000839233398e+00;+3.9697599411010742e+00;+2.0046720504760742e+00;+2.0109119415283203e+00;+4.0477437973022461e+00;+2.0776960849761963e+00
21100;+4.0023679733276367e+00;+2.0234560966491699e+00;+4.0029759407043457e+00;+2.0208959579467773e+00;+2.0250880718231201e+00;+4.0999679565429688e+00;+2.0948479175567627e+00
21200;+4.0391039848327637e+00;+2.0437440872192383e+00;+4.0393280982971191e+00;+2.0406720638275146e+00;+2.0428481101989746e+00;+4.1215357780456543e+00;+2.1180479526519775e+00
21300;+4.0785279273986816e+00;+2.0632638931274414e+00;+4.0781760215759277e+00;+2.0615680217742920e+00;+2.0643200874328613e+00;+4.1730561256408691e+00;+2.1361920833587646e+00
21400;+4.1194877624511719e+00;+2.0878078937530518e+00;+4.1181120872497559e+00;+2.0825920104980469e+00;+2.0872960090637207e+00;+4.1959362030029297e+00;+2.1539840698242188e+00
21500;+4.1522240638732910e+00;+2.1040639877319336e+00;+4.1532478332519531e+00;+2.0968959331512451e+00;+2.1048638820648193e+00;+4.2798399925231934e+00;+2.1737918853759766e+00
21600;+4.1911678314208984e+00;+2.1239359378814697e+00;+4.1903362274169922e+00;+2.1168000698089600e+00;+2.1252479553222656e+00;+4.2799038887023926e+00;+2.1918399333953857e+00
21700;+4.2301759719848633e+00;+2.1424639225006104e+00;+4.2296957969665527e+00;+2.1360960006713867e+00;+2.1450240612030029e+00;+4.3372478485107422e+00;+2.2112960815429688e+00
21800;+4.2708477973937988e+00;+2.1650879383087158e+00;+4.2700481414794922e+00;+2.1557440757751465e+00;+2.1654720306396484e+00;+4.3567361831665039e+00;+2.2301759719848633e+00
21900;+4.3098878860473633e+00;+2.1848640441894531e+00;+4.3091521263122559e+00;+2.1753919124603271e+00;+2.1846399307250977e+00;+4.4140481948852539e+00;+2.2526400089263916e+00
22000;+4.3495998382568359e+00;+2.2058880329132080e+00;+4.3493437767028809e+00;+2.1965119838714600e+00;+2.2055358886718750e+00;+4.4668159484863281e+00;+2.2700800895690918e+00
22100;+4.4154558181762695e+00;+2.2365438938140869e+00;+4.4146242141723633e+00;+2.2289600372314453e+00;+2.2346239089965820e+00;+4.4943041801452637e+00;+2.2904961109161377e+00
22200;+4.4517760276794434e+00;+2.2511999607086182e+00;+4.4520640373229980e+00;+2.2492160797119141e+00;+2.2511680126190186e+00;+4.5119681358337402e+00;+2.3104960918426514e+00
22300;+4.4895682334899902e+00;+2.2669761180877686e+00;+4.4892477989196777e+00;+2.2698559761047363e+00;+2.2700159549713135e+00;+4.5719041824340820e+00;+2.3308479785919189e+00
22400;+4.5100479125976562e+00;+2.2805759906768799e+00;+4.5103998184204102e+00;+2.2835519313812256e+00;+2.2820799350738525e+00;+4.5960001945495605e+00;+2.3524160385131836e+00
22500;+4.5673918724060059e+00;+2.3007040023803711e+00;+4.5683197975158691e+00;+2.3055999279022217e+00;+2.3022398948669434e+00;+4.6863679885864258e+00;+2.3751358985900879e+00
22600;+4.5920958518981934e+00;+2.3205120563507080e+00;+4.5924801826477051e+00;+2.3206079006195068e+00;+2.3185920715332031e+00;+4.6767358779907227e+00;+2.3952960968017578e+00
22700;+4.6296958923339844e+00;+2.3386878967285156e+00;+4.6296958923339844e+00;+2.3404479026794434e+00;+2.3381760120391846e+00;+4.7388801574707031e+00;+2.4149439334869385e+00
22800;+4.6730880737304688e+00;+2.3595519065856934e+00;+4.6731200218200684e+00;+2.3629438877105713e+00;+2.3600959777832031e+00;+4.7653441429138184e+00;+2.4347839355468750e+00
22900;+4.7174081802368164e+00;+2.3831679821014404e+00;+4.7162241935729980e+00;+2.3864641189575195e+00;+2.3830399513244629e+00;+4.8315520286560059e+00;+2.4551999568939209e+00
23000;+4.7599039077758789e+00;+2.4189438819885254e+00;+4.7614078521728516e+00;+2.4107520580291748e+00;+2.4183039665222168e+00;+4.8476161956787109e+00;+2.4770560264587402e+00
23100;+4.8009600639343262e+00;+2.4370560646057129e+00;+4.8017921447753906e+00;+2.4268798828125000e+00;+2.4351999759674072e+00;+4.9098877906799316e+00;+2.5028159618377686e+00
23200;+4.8375039100646973e+00;+2.4475519657135010e+00;+4.8373441696166992e+00;+2.4462718963623047e+00;+2.4469759464263916e+00;+4.9299201965332031e+00;+2.5190401077270508e+00
23300;+4.8815999031066895e+00;+2.4698879718780518e+00;+4.8831038475036621e+00;+2.4702720642089844e+00;+2.4699199199676514e+00;+4.9896960258483887e+00;+2.5430719852447510e+00
23400;+4.9291520118713379e+00;+2.4964799880981445e+00;+4.9294719696044922e+00;+2.4939200878143311e+00;+2.4969279766082764e+00;+5.0135359764099121e+00;+2.5649600028991699e+00
23500;+4.9734082221984863e+00;+2.5238080024719238e+00;+4.9728322029113770e+00;+2.5169599056243896e+00;+2.5244159698486328e+00;+5.0708160400390625e+00;+2.5825920104980469e+00
23600;+5.0052480697631836e+00;+2.5360639095306396e+00;+5.0054721832275391e+00;+2.5288000106811523e+00;+2.5369920730590820e+00;+5.0941119194030762e+00;+2.6079680919647217e+00
23700;+5.0487041473388672e+00;+2.5578560829162598e+00;+5.0487999916076660e+00;+2.5514559745788574e+00;+2.5567679405212402e+00;+5.1586561203002930e+00;+2.6302719116210938e+00
23800;+5.0913600921630859e+00;+2.5776960849761963e+00;+5.0925121307373047e+00;+2.5713920593261719e+00;+2.5778560638427734e+00;+5.1977281570434570e+00;+2.6525759696960449e+00
23900;+5.1351680755615234e+00;+2.6000959873199463e+00;+5.1361279487609863e+00;+2.5923199653625488e+00;+2.6006081104278564e+00;+5.2474880218505859e+00;+2.6733760833740234e+00
24000;+5.1791682243347168e+00;+2.6223359107971191e+00;+5.1784319877624512e+00;+2.6155200004577637e+00;+2.6212799549102783e+00;+5.2704000473022461e+00;+2.6953599452972412e+00
24100;+5.2425918579101562e+00;+2.6671359539031982e+00;+5.2419199943542480e+00;+2.6568000316619873e+00;+2.6678719520568848e+00;+5.3376960754394531e+00;+2.7149119377136230e+00
24200;+5.2890877723693848e+00;+2.6826241016387939e+00;+5.2893118858337402e+00;+2.6784319877624512e+00;+2.6818239688873291e+00;+5.3614721298217773e+00;+2.7334721088409424e+00
24300;+5.3388800621032715e+00;+2.7006399631500244e+00;+5.3365759849548340e+00;+2.6994559764862061e+00;+2.7015359401702881e+00;+5.4423999786376953e+00;+2.7582399845123291e+00
24400;+5.3780479431152344e+00;+2.7134718894958496e+00;+5.3793601989746094e+00;+2.7170560359954834e+00;+2.7146239280700684e+00;+5.4427838325500488e+00;+2.7812800407409668e+00
24500;+5.4207358360290527e+00;+2.7372479438781738e+00;+5.4217281341552734e+00;+2.7404479980468750e+00;+2.7387199401855469e+00;+5.5101761817932129e+00;+2.8075840473175049e+00
